TIME,STD,CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,%idle
03:12:00,IST,all,11.73,0,5.1,0,0,1.28,0,0,0,81.89
03:12:01,IST,all,12.14,0,3.88,0,0,1.03,0,0,0,82.95
03:12:02,IST,all,12.02,0,3.58,0,0,1.53,0,0,0,82.86
03:12:03,IST,all,22.25,0,6.14,3.32,0,0.26,0,0,0,68.03
03:12:04,IST,all,33.42,0.5,7.04,0,0,0.75,0,0,0,58.29
03:12:05,IST,all,28.93,0.25,5.33,0.25,0,1.02,0,0,0,64.21
03:12:06,IST,all,21,0,4.25,15.25,0,1,0,0,0,58.5
03:12:07,IST,all,27.75,0.25,4.75,1.75,0,1.25,0,0,0,64.25
03:12:08,IST,all,21.74,0,5.63,0,0,1.02,0,0,0,71.61
03:12:09,IST,all,31.33,0.5,8.52,1.25,0,1.5,0,0,0,56.89
03:12:10,IST,all,18.48,0.25,6.58,0,0,0.76,0,0,0,73.92
03:12:11,IST,all,26.92,0,7.18,2.05,0,0.77,0,0,0,63.08
03:12:12,IST,all,14.07,0.26,4.09,5.12,0,1.53,0,0,0,74.94
03:12:13,IST,all,13.04,0,5.12,4.6,0,0.77,0,0,0,76.47
03:12:14,IST,all,12.24,0,5.1,11.48,0,1.28,0,0,0,69.9
03:12:15,IST,all,12.37,0,4.38,0,0,1.03,0,0,0,82.22
03:12:16,IST,all,20.3,0,6.35,0,0,0.76,0,0,0,72.59
03:12:17,IST,all,23.8,0,5.32,12.41,0,1.01,0,0,0,57.47
03:12:18,IST,all,13.42,0.25,6.08,16.2,0,0.51,0,0,0,63.54
03:12:19,IST,all,14.29,0,4.76,0.25,0,1,0,0,0,79.7
03:12:20,IST,all,25.89,0,5.84,0,0,1.27,0,0,0,67.01
03:12:21,IST,all,29.26,0.25,7.63,0,0,0.51,0,0,0,62.34
03:12:22,IST,all,18.66,0,6.47,0,0,0.75,0,0,0,74.13
03:12:23,IST,all,18.27,0,6.09,5.84,0,0,0,0,0,69.8
03:12:24,IST,all,14.14,0,3.28,1.26,0,0.76,0,0,0,80.56
03:12:25,IST,all,2,0,0.5,0.25,0,0.25,0,0,0,97.01
03:12:26,IST,all,1.26,0,0.5,0,0,0,0,0,0,98.24
03:12:27,IST,all,3.53,0,0.76,7.56,0,0,0,0,0,88.16
03:12:28,IST,all,24.68,0,7.12,0,0,0.76,0,0,0,67.43
03:12:29,IST,all,26.75,0,6.49,0,0,1.3,0,0,0,65.45
03:12:30,IST,all,27.53,0,6.82,13.89,0,1.26,0,0,0,50.51
03:12:31,IST,all,23.47,0.26,6.89,7.91,0,0.77,0,0,0,60.71
03:12:32,IST,all,8.88,0,3.55,0,0,0.51,0,0,0,87.06
03:12:33,IST,all,1.5,0,1,4.76,0,0.25,0,0,0,92.48
03:12:34,IST,all,1.52,0,1.02,5.33,0,0,0,0,0,92.13
03:12:35,IST,all,1.76,0,0.25,0,0,0,0,0,0,97.98
03:12:36,IST,all,4.8,0,0.25,0,0,0,0,0,0,94.95
03:12:37,IST,all,1.01,0,0.5,0,0,0,0,0,0,98.49
03:12:38,IST,all,2.76,0,0.5,0,0,0,0,0,0,96.73
03:12:39,IST,all,2.52,0,0.5,6.05,0,0,0,0,0,90.93
03:12:40,IST,all,1.02,0,0.51,5.58,0,0,0,0,0,92.89
03:12:41,IST,all,1.51,0,1.01,7.54,0,0,0,0,0,89.95
03:12:42,IST,all,0.5,0,0.5,0,0,0.25,0,0,0,98.74
03:12:43,IST,all,1.01,0,0.5,0,0,0,0,0,0,98.49
03:12:44,IST,all,0.51,0,0,0,0,0,0,0,0,99.49
03:12:45,IST,all,0.76,0,0.51,0,0,0,0,0,0,98.74
03:12:46,IST,all,5.04,0,1.51,0,0,0.25,0,0,0,93.2
03:12:47,IST,all,1.25,0,1,3.25,0,0,0,0,0,94.5
03:12:48,IST,all,1.51,0,0.75,0,0,0,0,0,0,97.74
03:12:49,IST,all,1,0,0.75,0.25,0,0,0,0,0,98
03:12:50,IST,all,0.51,0,0.51,4.55,0,0,0,0,0,94.44
03:12:51,IST,all,1,0,0.75,0,0,0.25,0,0,0,98
03:12:52,IST,all,3.52,0,1.51,0,0,0.5,0,0,0,94.47
03:12:53,IST,all,8.12,0,3.3,0,0,0.51,0,0,0,88.07
03:12:54,IST,all,12.47,0,3.31,0,0,0,0,0,0,84.22
03:12:55,IST,all,17.97,0,5.82,0.51,0,0.76,0,0,0,74.94
03:12:56,IST,all,18.18,0,8.59,1.52,0,1.26,0,0,0,70.45
03:12:57,IST,all,25.82,0,6.84,2.03,0,1.01,0,0,0,64.3
03:12:58,IST,all,24.43,0,6.36,0,0,1.78,0,0,0,67.43
03:12:59,IST,all,23.91,0.26,5.4,0.26,0,1.29,0,0,0,68.89
03:13:00,IST,all,35.99,0.51,5.14,2.31,0,1.03,0,0,0,55.01
03:13:01,IST,all,33.33,0.25,3.76,0,0,1,0,0,0,61.65
03:13:02,IST,all,37.75,0,6.25,0,0,1,0,0,0,55
03:13:03,IST,all,39.25,0.75,5.75,0,0,0.75,0,0,0,53.5
03:13:04,IST,all,23.31,0,7.52,9.52,0,1,0,0,0,58.65
03:13:05,IST,all,13.96,0,4.06,0,0,0.51,0,0,0,81.47
03:13:06,IST,all,13.57,0.25,3.77,0.75,0,0.25,0,0,0,81.41
03:13:07,IST,all,10.49,0.77,1.53,3.32,0,0.26,0,0,0,83.63
03:13:08,IST,all,7.81,0.5,2.77,0,0,0,0,0,0,88.92
03:13:09,IST,all,8.12,0,2.03,0,0,0.51,0,0,0,89.34
03:13:10,IST,all,8.1,0,2.28,0,0,0.25,0,0,0,89.37
03:13:11,IST,all,8.44,0,2.3,0,0,0.51,0,0,0,88.75
03:13:12,IST,all,9.69,0,3.32,2.81,0,0,0,0,0,84.18
03:13:13,IST,all,9.11,0,2.03,0,0,0,0,0,0,88.86
03:13:14,IST,all,6.08,0,2.03,0,0,0,0,0,0,91.9
03:13:15,IST,all,9.7,0,3.23,0,0,0.5,0,0,0,86.57
03:13:16,IST,all,2.53,0,1.01,0,0,0,0,0,0,96.46
03:13:17,IST,all,2.27,0,1.26,3.02,0,0,0,0,0,93.45
03:13:18,IST,all,8.46,0,1.99,0,0,0.5,0,0,0,89.05
03:13:19,IST,all,1.26,0,0.5,0,0,0,0,0,0,98.24
03:13:20,IST,all,10.03,0,2.51,0,0,0.25,0,0,0,87.22
03:13:21,IST,all,11.93,0,3.3,0,0,0.76,0,0,0,84.01
03:13:22,IST,all,1.25,0,0.5,0,0,0.25,0,0,0,97.99
03:13:23,IST,all,3.02,0,1.26,3.02,0,0,0,0,0,92.71
03:13:24,IST,all,9.9,0,1.52,0,0,0.76,0,0,0,87.82
03:13:25,IST,all,1.01,0,0.5,0,0,0,0,0,0,98.49
03:13:26,IST,all,1.01,0,0.25,0,0,0.25,0,0,0,98.49
03:13:27,IST,all,5.78,0,2.01,5.78,0,0.25,0,0,0,86.18
03:13:28,IST,all,11.93,0,2.54,1.02,0,0.76,0,0,0,83.76
03:13:29,IST,all,5.84,0,1.78,0,0,0.25,0,0,0,92.13
03:13:30,IST,all,10.18,0,2.29,0,0,0,0,0,0,87.53
03:13:31,IST,all,4.56,0,0.76,0.25,0,0,0,0,0,94.43
03:13:32,IST,all,9.14,0,4.06,0,0,0,0,0,0,86.8
03:13:33,IST,all,10.13,0,3.04,1.77,0,0.25,0,0,0,84.81
03:13:34,IST,all,16.54,0,4.58,5.34,0,0.76,0,0,0,72.77
03:13:35,IST,all,15.09,0,6.39,0,0,0.77,0,0,0,77.75
03:13:36,IST,all,37.37,0.25,5.81,2.78,0,1.01,0,0,0,52.78
03:13:37,IST,all,35.43,0.25,4.27,0,0,0.5,0,0,0,59.55
03:13:38,IST,all,26.9,0,4.57,0.25,0,0.51,0,0,0,67.77
03:13:39,IST,all,22.22,0,4.8,0,0,0.76,0,0,0,72.22
03:13:40,IST,all,13.55,0.26,2.81,2.56,0,0.51,0,0,0,80.31
03:13:41,IST,all,6.91,0,2.05,0,0,0.51,0,0,0,90.54
03:13:42,IST,all,1.26,0,1.52,3.28,0,0,0,0,0,93.94
03:13:43,IST,all,12.72,0,5.74,2.24,0,0.25,0,0,0,79.05
03:13:44,IST,all,3.03,0,2.27,0,0,0,0,0,0,94.7
03:13:45,IST,all,1.76,0,1.51,0.76,0,0.25,0,0,0,95.72
03:13:46,IST,all,3.75,0,2,18.25,0,0.25,0,0,0,75.75
03:13:47,IST,all,5.76,0,1.25,0,0,0,0,0,0,92.98
03:13:48,IST,all,12.41,0,2.53,0,0,1.01,0,0,0,84.05
03:13:49,IST,all,39.04,0,11.34,3.27,0,1.26,0,0,0,45.09
03:13:50,IST,all,23.41,0,8.4,0,0,0.51,0,0,0,67.68
03:13:51,IST,all,25.87,0,6.47,1.74,0,1,0,0,0,64.93
03:13:52,IST,all,7.93,0,2.81,0,0,0,0,0,0,89.26
03:13:53,IST,all,38.24,0,10.08,0,0,1.81,0,0,0,49.87
03:13:54,IST,all,17.27,0,4.9,2.84,0,1.29,0,0,0,73.71
03:13:55,IST,all,26.79,0,5.87,0.26,0,0.77,0,0,0,66.33
03:13:56,IST,all,25.71,0.26,6.43,0,0,0.51,0,0,0,67.1
03:13:57,IST,all,11.34,0,4.53,0,0,0.5,0,0,0,83.63
03:13:58,IST,all,12.97,0,6.98,2.49,0,0.75,0,0,0,76.81
03:13:59,IST,all,12.44,0,5.47,12.44,0,0.25,0,0,0,69.4
03:14:00,IST,all,35.52,0,10.08,0.25,0,0.5,0,0,0,53.65
03:14:01,IST,all,35.11,0,9.16,15.01,0,0.76,0,0,0,39.95
03:14:02,IST,all,20.55,0,7.27,0,0,0.25,0,0,0,71.93
03:14:03,IST,all,32.23,0,8.63,3.55,0,0.76,0,0,0,54.82
03:14:04,IST,all,34.18,0,7.65,3.57,0,1.02,0,0,0,53.57
03:14:05,IST,all,19.7,0,5.56,0.25,0,0.51,0,0,0,73.99
03:14:06,IST,all,7.18,0,1.79,0,0,0,0,0,0,91.03
03:14:07,IST,all,11.87,0,1.77,0,0,0,0,0,0,86.36
03:14:08,IST,all,9.92,0,2.04,0,0,0,0,0,0,88.04
03:14:09,IST,all,3.79,0,2.27,4.29,0,0.25,0,0,0,89.39
03:14:10,IST,all,16.2,0.76,5.57,0.25,0,0.51,0,0,0,76.71
03:14:11,IST,all,8.33,0.25,3.28,0,0,0.51,0,0,0,87.63
03:14:12,IST,all,13.27,0,3.32,0,0,0,0,0,0,83.42
03:14:13,IST,all,29.8,0,9.6,2.02,0,1.77,0,0,0,56.82
03:14:14,IST,all,18.02,0,7.36,1.02,0,0.51,0,0,0,73.1
03:14:15,IST,all,21.41,0,7.05,12.59,0,0.76,0,0,0,58.19
03:14:16,IST,all,23.47,0,7.91,0.26,0,0.77,0,0,0,67.6
03:14:17,IST,all,12.5,0.26,5.61,0,0,0.51,0,0,0,81.12
03:14:18,IST,all,15.44,0,6.08,0,0,1.01,0,0,0,77.47
03:14:19,IST,all,21.48,0,6.14,0,0,0.51,0,0,0,71.87
03:14:20,IST,all,26.15,0,5.13,1.54,0,1.03,0,0,0,66.15
03:14:21,IST,all,17.62,0,6.74,0.52,0,1.55,0,0,0,73.58
03:14:22,IST,all,12.89,0,4.12,0,0,1.03,0,0,0,81.96
03:14:23,IST,all,25.81,0,5.26,2.01,0,1,0,0,0,65.91
03:14:24,IST,all,26.8,0.26,5.67,0,0,0.52,0,0,0,66.75
03:14:25,IST,all,17.26,0,7.11,0,0,1.27,0,0,0,74.37
03:14:26,IST,all,41.52,0.51,7.34,0,0,0.51,0,0,0,50.13
03:14:27,IST,all,29.57,0,3.61,0,0,1.2,0,0,0,65.62
03:14:28,IST,all,15,0,5.25,2.5,0,0.5,0,0,0,76.75
03:14:29,IST,all,28.97,0.25,5.54,3.78,0,0.76,0,0,0,60.71
03:14:30,IST,all,37.06,0,6.47,0.75,0,1.24,0,0,0,54.48
03:14:31,IST,all,24.44,0,5.74,0,0,1,0,0,0,68.83
03:14:32,IST,all,11.56,0,3.77,0,0,0.25,0,0,0,84.42
03:14:33,IST,all,11.76,0,3.07,1.79,0,0.77,0,0,0,82.61
03:14:34,IST,all,25.5,0,8.25,6,0,1,0,0,0,59.25
03:14:35,IST,all,32.82,1.28,8.21,1.79,0,0.77,0,0,0,55.13
03:14:36,IST,all,24.81,0.25,7.09,0,0,0.76,0,0,0,67.09
03:14:37,IST,all,11.93,0,3.55,0,0,0.51,0,0,0,84.01
03:14:38,IST,all,7.34,0.25,1.77,3.29,0,0,0,0,0,87.34
03:14:39,IST,all,7.14,0,3.06,1.02,0,0.51,0,0,0,88.27
03:14:40,IST,all,5.61,0,0.77,0.77,0,0,0,0,0,92.86
03:14:41,IST,all,3.28,0,1.01,0,0,0,0,0,0,95.71
03:14:42,IST,all,5.36,0.26,1.28,0,0,0,0,0,0,93.11
03:14:43,IST,all,8.31,0,3.27,0,0,0,0,0,0,88.41
03:14:44,IST,all,7.61,0.25,1.02,3.05,0,0.25,0,0,0,87.82
03:14:45,IST,all,24.62,0,5.64,9.23,0,0.26,0,0,0,60.26
03:14:46,IST,all,29.61,0.26,9.35,0,0,0.52,0,0,0,60.26
03:14:47,IST,all,32.32,0,7.89,2.04,0,1.02,0,0,0,56.74
03:14:48,IST,all,9.34,0,2.27,0,0,0.25,0,0,0,88.13
03:14:49,IST,all,4.58,0,0.76,0,0,0,0,0,0,94.66
03:14:50,IST,all,2.02,0,0.51,3.03,0,0.25,0,0,0,94.19
03:14:51,IST,all,20,0,4.56,4.81,0,0.25,0,0,0,70.38
03:14:52,IST,all,21.63,0,4.07,15.52,0,0.25,0,0,0,58.52
03:14:53,IST,all,7.34,0,2.53,11.14,0,0.76,0,0,0,78.23
03:14:54,IST,all,9.67,0,3.05,0,0,0.51,0,0,0,86.77
03:14:55,IST,all,8.54,0,2.51,10.05,0,0.25,0,0,0,78.64
03:14:56,IST,all,12.63,0,3.54,5.56,0,0.51,0,0,0,77.78
03:14:57,IST,all,18.43,0,2.53,17.68,0,0.51,0,0,0,60.86
03:14:58,IST,all,15.19,0,3.8,7.34,0,0.25,0,0,0,73.42
03:14:59,IST,all,4.26,0,1.75,0,0,0.25,0,0,0,93.73
03:15:00,IST,all,9.2,0,2.49,4.73,0,0.25,0,0,0,83.33
03:15:01,IST,all,5.79,0,2.52,0.76,0,0.25,0,0,0,90.68
03:15:02,IST,all,6.55,0,2.02,1.01,0,0.5,0,0,0,89.92
03:15:03,IST,all,5.87,0,1.79,0,0,0,0,0,0,92.35
03:15:04,IST,all,10.64,0,4.21,8.17,0,0.5,0,0,0,76.49
03:15:05,IST,all,5.33,0,2.03,0,0,0.51,0,0,0,92.13
03:15:06,IST,all,6.58,0,2.53,0.25,0,0.51,0,0,0,90.13
03:15:07,IST,all,7.61,0,1.78,0,0,0,0,0,0,90.61
03:15:08,IST,all,12.06,0,2.76,3.02,0,0.5,0,0,0,81.66
03:15:09,IST,all,9.34,0,3.03,8.59,0,0.51,0,0,0,78.54
03:15:10,IST,all,13.1,0,3.02,11.59,0,1.01,0,0,0,71.28
03:15:11,IST,all,4.33,0,2.29,0,0,0.25,0,0,0,93.13
03:15:12,IST,all,9.37,0,3.04,0,0,0.25,0,0,0,87.34
03:15:13,IST,all,10.69,0,3.56,0,0,0.51,0,0,0,85.24
03:15:14,IST,all,8.63,0,1.78,11.17,0,0.51,0,0,0,77.92
03:15:15,IST,all,9.72,0,3.07,0,0,0.77,0,0,0,86.45
03:15:16,IST,all,5.56,0,1.01,0,0,0.25,0,0,0,93.18
03:15:17,IST,all,7.14,0,2.3,0,0,0.51,0,0,0,90.05
03:15:18,IST,all,7.07,0,2.27,0,0,0.51,0,0,0,90.15
03:15:19,IST,all,4.04,0,1.52,2.27,0,0,0,0,0,92.17
03:15:20,IST,all,4.58,0,0.76,0,0,0.25,0,0,0,94.4
03:15:21,IST,all,3.54,0,1.01,0,0,0.25,0,0,0,95.19
03:15:22,IST,all,2.78,0,1.27,2.03,0,0,0,0,0,93.92
03:15:23,IST,all,3.76,0,1.25,0,0,0,0,0,0,94.99
03:15:24,IST,all,8.08,0,3.03,2.53,0,1.01,0,0,0,85.35
03:15:25,IST,all,9.05,0,3.77,0,0,0.75,0,0,0,86.43
03:15:26,IST,all,3.52,0,1.76,2.76,0,0,0,0,0,91.96
