TIME,STD,CPU,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,%idle
11:02:56,IST,all,17.66,0,6.47,0,0,1.24,0,0,0,74.63
11:02:57,IST,all,15.54,0,4.76,2.76,0,1.5,0,0,0,75.44
11:02:58,IST,all,17.37,0,5.21,0,0,0.99,0,0,0,76.43
11:02:59,IST,all,16,0,6.5,0,0,1,0,0,0,76.5
11:03:00,IST,all,16.92,0,6.97,0,0,1.49,0,0,0,74.63
11:03:01,IST,all,14.57,0,5.03,0,0,1.26,0,0,0,79.15
11:03:02,IST,all,18.11,0,5.46,0,0,0.99,0,0,0,75.43
11:03:03,IST,all,15.21,0,4.49,0.75,0,1.25,0,0,0,78.3
11:03:04,IST,all,16.67,0,5.81,0,0,0.76,0,0,0,76.77
11:03:05,IST,all,15.8,0,6.17,0,0,1.48,0,0,0,76.54
11:03:06,IST,all,18.14,0,6.37,0,0,1.72,0,0,0,73.77
11:03:07,IST,all,15.27,0,5.67,0,0,1.97,0,0,0,77.09
11:03:08,IST,all,17.28,0,7.16,0.74,0,1.23,0,0,0,73.58
11:03:09,IST,all,16.96,0,6.48,0,0,1,0,0,0,75.56
11:03:10,IST,all,16.34,0,7.32,0,0,1.46,0,0,0,74.88
11:03:11,IST,all,16.71,0,5.41,1.72,0,1.47,0,0,0,74.69
11:03:12,IST,all,18.02,0,5.68,0,0,1.73,0,0,0,74.57
11:03:13,IST,all,15.92,0,6.22,23.63,0,1.24,0,0,0,52.99
11:03:14,IST,all,20.05,0,6.36,0.73,0,1.22,0,0,0,71.64
11:03:15,IST,all,18.09,0,7.33,0,0,1.96,0,0,0,72.62
11:03:16,IST,all,18.41,0,6.47,0,0,1.99,0,0,0,73.13
11:03:17,IST,all,18.18,0,6.14,0,0,1.23,0,0,0,74.45
11:03:18,IST,all,23.81,0,5.76,0.5,0,0.75,0,0,0,69.17
11:03:19,IST,all,17.94,0,6.39,0,0,0.74,0,0,0,74.94
11:03:20,IST,all,17.85,0,6.6,0,0,1.47,0,0,0,74.08
11:03:21,IST,all,18.56,0,4.46,0,0,1.24,0,0,0,75.74
11:03:22,IST,all,17.87,0,7.44,0,0,1.24,0,0,0,73.45
11:03:23,IST,all,18.23,0,5.17,0,0,1.23,0,0,0,75.37
11:03:24,IST,all,21.23,0,9.88,1.23,0,1.23,0,0,0,66.42
11:03:25,IST,all,24.13,0,6.97,0.75,0,1,0,0,0,67.16
11:03:26,IST,all,17.57,0,5.2,2.48,0,1.24,0,0,0,73.51
11:03:27,IST,all,17.91,0,5.47,0,0,1.24,0,0,0,75.37
11:03:28,IST,all,17.46,0,5.99,1,0,1.5,0,0,0,74.06
11:03:29,IST,all,19.6,0,4.71,1.74,0,1.99,0,0,0,71.96
11:03:30,IST,all,20.83,0,5.88,0,0,0.98,0,0,0,72.3
11:03:31,IST,all,15.97,0,4.91,0,0,2.7,0,0,0,76.41
11:03:32,IST,all,17.25,0,5.5,0,0,1,0,0,0,76.25
11:03:33,IST,all,18.95,0,5.24,0,0,1.25,0,0,0,74.56
11:03:34,IST,all,15.83,0,4.77,1.01,0,1.01,0,0,0,77.39
11:03:35,IST,all,17.28,0,4.2,0.49,0,1.48,0,0,0,76.54
11:03:36,IST,all,17.2,0,6.63,0.25,0,1.23,0,0,0,74.69
11:03:37,IST,all,16.58,0,5.94,0,0,0.99,0,0,0,76.49
11:03:38,IST,all,16,0,5.75,0,0,1,0,0,0,77.25
11:03:39,IST,all,16.46,0,4.99,0.75,0,2,0,0,0,75.81
11:03:40,IST,all,18.55,0,5.76,0,0,0.75,0,0,0,74.94
11:03:41,IST,all,17.41,0,6.47,1.99,0,1,0,0,0,73.13
11:03:42,IST,all,15.84,0,6.19,0.99,0,1.24,0,0,0,75.74
11:03:43,IST,all,15.52,0,6.16,0,0,1.72,0,0,0,76.6
11:03:44,IST,all,19.6,0,6.53,2.01,0,1.01,0,0,0,70.85
11:03:45,IST,all,17.63,0,5.8,0,0,2.66,0,0,0,73.91
11:03:46,IST,all,16.21,0,6.48,0.25,0,1.25,0,0,0,75.81
11:03:47,IST,all,15.33,0,5.53,0,0,1.26,0,0,0,77.89
11:03:48,IST,all,16.83,0,5.69,0,0,1.73,0,0,0,75.74
11:03:49,IST,all,17.96,0,5.74,2.74,0,1,0,0,0,72.57
11:03:50,IST,all,16.62,0,4.79,0,0,1.51,0,0,0,77.08
11:03:51,IST,all,16.38,0,5.71,0,0,0.99,0,0,0,76.92
11:03:52,IST,all,17.16,0,4.98,0,0,1.74,0,0,0,76.12
11:03:53,IST,all,15.59,0,4.7,0,0,1.73,0,0,0,77.97
11:03:54,IST,all,16.46,0,6.33,0,0,1.01,0,0,0,76.2
11:03:55,IST,all,16.54,0,4.94,5.68,0,1.23,0,0,0,71.6
11:03:56,IST,all,16.46,0,5.57,0,0,1.01,0,0,0,76.96
11:03:57,IST,all,14.43,0,5.06,0,0,1.27,0,0,0,79.24
11:03:58,IST,all,16.67,0,6.13,0,0,1.23,0,0,0,75.98
11:03:59,IST,all,14.72,0,5.84,0,0,1.78,0,0,0,77.66
11:04:00,IST,all,17,0,6.75,2.5,0,1.5,0,0,0,72.25
11:04:01,IST,all,16.13,0,4.47,0,0,1.49,0,0,0,77.92
11:04:02,IST,all,17.75,0,5.25,0,0,1.5,0,0,0,75.5
11:04:03,IST,all,17.11,0,6.85,0,0,1.22,0,0,0,74.82
11:04:04,IST,all,14.94,0,4.56,0,0,1.27,0,0,0,79.24
11:04:05,IST,all,15.5,0,6.25,0,0,0.75,0,0,0,77.5
11:04:06,IST,all,16.16,0,5.3,3.54,0,1.01,0,0,0,73.99
11:04:07,IST,all,15.17,0,5.22,0,0,1.74,0,0,0,77.86
11:04:08,IST,all,17.73,0,6.65,0,0,1.48,0,0,0,74.14
11:04:09,IST,all,16.96,0,4.99,0,0,1.25,0,0,0,76.81
11:04:10,IST,all,18.16,0,5.72,0.75,0,1,0,0,0,74.38
11:04:11,IST,all,17.36,0,5.62,0,0,1.22,0,0,0,75.79
11:04:12,IST,all,16.37,0,6.05,2.02,0,1.01,0,0,0,74.56
11:04:13,IST,all,16.03,0,4.83,0,0,1.27,0,0,0,77.86
11:04:14,IST,all,18.39,0,6.3,0,0,0.76,0,0,0,74.56
11:04:15,IST,all,15.29,0,5.26,0,0,1.25,0,0,0,78.2
11:04:16,IST,all,16.38,0,6.2,2.73,0,1.49,0,0,0,73.2
11:04:17,IST,all,15.72,0,5.65,0,0,1.97,0,0,0,76.66
11:04:18,IST,all,15.21,0,6.23,0,0,1.25,0,0,0,77.31
11:04:19,IST,all,24.63,0,5.72,0,0,0.5,0,0,0,69.15
11:04:20,IST,all,18.3,0,6.27,0.5,0,1.5,0,0,0,73.43
11:04:21,IST,all,14.71,0,5.99,0,0,1.5,0,0,0,77.81
11:04:22,IST,all,19,0,4.25,0,0,1,0,0,0,75.75
11:04:23,IST,all,17.68,0,5.81,0,0,0.76,0,0,0,75.76
11:04:24,IST,all,17.08,0,6.68,0,0,0.74,0,0,0,75.5
11:04:25,IST,all,15.15,0,5.3,0.76,0,1.52,0,0,0,77.27
11:04:26,IST,all,17.96,0,4.49,0,0,1.5,0,0,0,76.06
11:04:27,IST,all,16.41,0,4.55,0,0,1.26,0,0,0,77.78
11:04:28,IST,all,22.17,0,8.82,11.34,0,0.76,0,0,0,56.93
11:04:29,IST,all,24.18,0,6.3,10.33,0,0.5,0,0,0,58.69
11:04:30,IST,all,23.57,0,7.69,0.5,0,0.5,0,0,0,67.74
11:04:31,IST,all,16.09,0,5.45,0,0,1.73,0,0,0,76.73
11:04:32,IST,all,19.95,0,5.84,2.68,0,1.22,0,0,0,70.32
11:04:33,IST,all,15.14,0,6.2,0,0,1.74,0,0,0,76.92
11:04:34,IST,all,18.41,0,5.72,0,0,1.24,0,0,0,74.63
11:04:35,IST,all,17.16,0,4.66,0,0,2.94,0,0,0,75.25
11:04:36,IST,all,16.42,0,6.47,0,0,1.24,0,0,0,75.87
11:04:37,IST,all,15.91,0,5.81,0,0,0.76,0,0,0,77.53
11:04:38,IST,all,17.71,0,5.99,1,0,1.25,0,0,0,74.06
11:04:39,IST,all,18.98,0,6.08,0,0,1.22,0,0,0,73.72
11:04:40,IST,all,24.26,0,6.37,0.74,0,1.23,0,0,0,67.4
11:04:41,IST,all,17.75,0,6,0,0,1,0,0,0,75.25
11:04:42,IST,all,19.55,0,4.51,0,0,1.25,0,0,0,74.69
11:04:43,IST,all,18.16,0,5.72,1,0,1.99,0,0,0,73.13
11:04:44,IST,all,20.69,0,6.4,0,0,2.22,0,0,0,70.69
11:04:45,IST,all,23.33,0,5.71,0,0,1.99,0,0,0,68.98
11:04:46,IST,all,20.25,0,6.17,0.49,0,0.99,0,0,0,72.1
11:04:47,IST,all,20.39,0,5.9,0,0,1.47,0,0,0,72.24
11:04:48,IST,all,20.61,0,3.82,2.54,0,0.76,0,0,0,72.26
11:04:49,IST,all,19.9,0,6.14,0,0,0.98,0,0,0,72.97
11:04:50,IST,all,21,0,4.75,0.25,0,1,0,0,0,73
11:04:51,IST,all,20.6,0,4.96,0.5,0,1.49,0,0,0,72.46
11:04:52,IST,all,20.71,0,5.05,0,0,1.26,0,0,0,72.98
11:04:53,IST,all,19.55,0,5.45,0,0,1.98,0,0,0,73.02
11:04:54,IST,all,20.45,0,5.24,0,0,1.5,0,0,0,72.82
11:04:55,IST,all,22.44,0,5.74,0,0,1.25,0,0,0,70.57
11:04:56,IST,all,20.79,0,6.44,0.74,0,1.24,0,0,0,70.79
11:04:57,IST,all,20.39,0,5.16,0,0,0.98,0,0,0,73.46
11:04:58,IST,all,19.11,0,5.71,0,0,1.74,0,0,0,73.45
11:04:59,IST,all,20.05,0,5.94,1.98,0,0.99,0,0,0,71.04
11:05:00,IST,all,20.2,0,4.99,0,0,2,0,0,0,72.82
11:05:01,IST,all,22.14,0,5.22,0.5,0,1.49,0,0,0,70.65
11:05:02,IST,all,22.22,0,5.3,0,0,0.76,0,0,0,71.72
11:05:03,IST,all,18.81,0,4.95,0,0,1.73,0,0,0,74.5
11:05:04,IST,all,23.44,0,4.99,2,0,1.25,0,0,0,68.33
11:05:05,IST,all,19.8,0,5.45,0,0,1.73,0,0,0,73.02
11:05:06,IST,all,20.3,0,5.08,0,0,1.02,0,0,0,73.6
11:05:07,IST,all,20.45,0,3.49,0,0,1.5,0,0,0,74.56
11:05:08,IST,all,20.88,0,6.63,0,0,1.23,0,0,0,71.25
11:05:09,IST,all,19.31,0,5.2,0,0,1.73,0,0,0,73.76
11:05:10,IST,all,18.73,0,5.57,0.76,0,0.76,0,0,0,74.18
11:05:11,IST,all,19.9,0,6.97,0.5,0,0.5,0,0,0,72.14
11:05:12,IST,all,17.87,0,5.96,0,0,1.74,0,0,0,74.44
11:05:13,IST,all,18.07,0,4.21,2.23,0,1.49,0,0,0,74.01
11:05:14,IST,all,17.41,0,5.72,0.5,0,1.49,0,0,0,74.88
11:05:15,IST,all,15.65,0,6.11,0,0,1.96,0,0,0,76.28
11:05:16,IST,all,17.98,0,6.4,0,0,0.99,0,0,0,74.63
11:05:17,IST,all,16.92,0,5.22,0,0,0.75,0,0,0,77.11
11:05:18,IST,all,16.63,0,5.96,0.74,0,1.49,0,0,0,75.19
11:05:19,IST,all,15.29,0,5.51,1,0,1.25,0,0,0,76.94
11:05:20,IST,all,16.58,0,5.78,2.01,0,1.51,0,0,0,74.12
11:05:21,IST,all,18.02,0,5.68,0.74,0,1.23,0,0,0,74.32
11:05:22,IST,all,16.63,0,6.45,0,0,1.24,0,0,0,75.68
11:05:23,IST,all,15.63,0,5.96,0,0,1.49,0,0,0,76.92
11:05:24,IST,all,16.42,0,5.47,0,0,1.74,0,0,0,76.37
11:05:25,IST,all,17.93,0,6.06,0,0,0.25,0,0,0,75.76
11:05:26,IST,all,16.13,0,6.2,0,0,1.49,0,0,0,76.18
11:05:27,IST,all,17.46,0,4.74,0.75,0,1.5,0,0,0,75.56
11:05:28,IST,all,18.5,0,5.75,0,0,0.5,0,0,0,75.25
11:05:29,IST,all,15.62,0,4.79,0,0,1.76,0,0,0,77.83
11:05:30,IST,all,17.56,0,6.59,0,0,1.71,0,0,0,74.15
11:05:31,IST,all,15.54,0,6.02,0.5,0,1,0,0,0,76.94
11:05:32,IST,all,19.25,0,6.25,0,0,0.75,0,0,0,73.75
11:05:33,IST,all,13.85,0,5.54,0,0,1.76,0,0,0,78.84
11:05:34,IST,all,17.24,0,7.39,0.25,0,0.99,0,0,0,74.14
11:05:35,IST,all,16.04,0,5.01,0,0,1,0,0,0,77.94
11:05:36,IST,all,16.5,0,6,2.5,0,1.5,0,0,0,73.5
11:05:37,IST,all,17.13,0,5.54,0,0,0.76,0,0,0,76.57
11:05:38,IST,all,15.5,0,5.25,0,0,1.75,0,0,0,77.5
11:05:39,IST,all,14.89,0,5.46,0,0,2.48,0,0,0,77.17
11:05:40,IST,all,19.05,0,4.26,0,0,1.25,0,0,0,75.44
11:05:41,IST,all,19,0,5,0,0,1.5,0,0,0,74.5
11:05:42,IST,all,18.2,0,5.24,1,0,1.75,0,0,0,73.82
11:05:43,IST,all,15.99,0,5.08,0,0,1.02,0,0,0,77.92
11:05:44,IST,all,15.21,0,6.23,0,0,1.25,0,0,0,77.31
11:05:45,IST,all,15.75,0,5.75,0,0,1.5,0,0,0,77
11:05:46,IST,all,16.67,0,5.22,0,0,1.49,0,0,0,76.62
11:05:47,IST,all,17.04,0,5.93,0.74,0,0.99,0,0,0,75.31
11:05:48,IST,all,18.72,0,5.17,0,0,0.99,0,0,0,75.12
11:05:49,IST,all,16.83,0,6.19,0,0,0.74,0,0,0,76.24
11:05:50,IST,all,17,0,6.25,0,0,2,0,0,0,74.75
11:05:51,IST,all,19.85,0,4.71,0,0,0.74,0,0,0,74.69
11:05:52,IST,all,19.06,0,5.94,2.48,0,1.24,0,0,0,71.29
11:05:53,IST,all,19.2,0,6.23,0,0,1.25,0,0,0,73.32
11:05:54,IST,all,18.11,0,5.21,0,0,1.49,0,0,0,75.19
11:05:55,IST,all,16.58,0,6.19,1.98,0,1.24,0,0,0,74.01
11:05:56,IST,all,18.77,0,6.17,0,0,0.99,0,0,0,74.07
11:05:57,IST,all,17.04,0,5.43,0,0,1.48,0,0,0,76.05
11:05:58,IST,all,18.2,0,4.74,0,0,1,0,0,0,76.06
11:05:59,IST,all,16.46,0,5.16,0,0,1.72,0,0,0,76.66
11:06:00,IST,all,15.54,0,5.01,0,0,2.01,0,0,0,77.44
11:06:01,IST,all,17.57,0,5.94,0.74,0,0.99,0,0,0,74.75
11:06:02,IST,all,21.36,0,5.28,0.5,0,0.5,0,0,0,72.36
11:06:03,IST,all,16.42,0,5.97,0,0,1.49,0,0,0,76.12
11:06:04,IST,all,16.75,0,6.25,0,0,1.25,0,0,0,75.75
11:06:05,IST,all,16.71,0,4.49,0,0,1.5,0,0,0,77.31
11:06:06,IST,all,17,0,5.75,0,0,1,0,0,0,76.25
11:06:07,IST,all,16.63,0,6.6,1.96,0,1.71,0,0,0,73.11
11:06:08,IST,all,18.56,0,4.21,0,0,1.98,0,0,0,75.25
11:06:09,IST,all,16.38,0,5.21,0,0,1.24,0,0,0,77.17
11:06:10,IST,all,19.51,0,5.93,0,0,0.99,0,0,0,73.58
11:06:11,IST,all,16.37,0,4.03,0,0,1.26,0,0,0,78.34
11:06:12,IST,all,17.12,0,5.21,0,0,1.49,0,0,0,76.18
11:06:13,IST,all,18,0,5.75,1.25,0,1.5,0,0,0,73.5
11:06:14,IST,all,17.75,0,5.25,0,0,1.75,0,0,0,75.25
11:06:15,IST,all,17.57,0,6.68,0,0,1.49,0,0,0,74.26
11:06:16,IST,all,16.79,0,4.51,0,0,2.76,0,0,0,75.94
11:06:17,IST,all,18.77,0,4.44,0,0,1.73,0,0,0,75.06
11:06:18,IST,all,18,0,5.5,0.5,0,1,0,0,0,75
11:06:19,IST,all,16.87,0,6.45,0,0,1.24,0,0,0,75.43
11:06:20,IST,all,16.58,0,5.69,0,0,1.98,0,0,0,75.74
11:06:21,IST,all,15.88,0,5.71,0,0,1.74,0,0,0,76.67
11:06:22,IST,all,16.79,0,6.42,0,0,1.73,0,0,0,75.06
11:06:23,IST,all,18.89,0,5.79,3.27,0,0.76,0,0,0,71.28
11:06:24,IST,all,17.53,0,6.67,0,0,1.48,0,0,0,74.32
11:06:25,IST,all,17.44,0,6.14,0,0,1.23,0,0,0,75.18
11:06:26,IST,all,17.21,0,5.24,0,0,0.75,0,0,0,76.81
11:06:27,IST,all,17.33,0,5.45,0,0,0.99,0,0,0,76.24
11:06:28,IST,all,14.94,0,5.57,0,0,1.01,0,0,0,78.48
11:06:29,IST,all,14.68,0,5.97,1,0,0.75,0,0,0,77.61
11:06:30,IST,all,14.94,0,6.08,0,0,1.01,0,0,0,77.97
11:06:31,IST,all,15.92,0,3.98,0,0,1.24,0,0,0,78.86
11:06:32,IST,all,16.83,0,5.45,0,0,1.24,0,0,0,76.49
11:06:33,IST,all,14.65,0,5.81,0.51,0,0.76,0,0,0,78.28
11:06:34,IST,all,16.83,0,5.03,0,0,1.01,0,0,0,77.14
11:06:35,IST,all,14.71,0,5.74,0,0,0.5,0,0,0,79.05
11:06:36,IST,all,15.92,0,5.22,0,0,1,0,0,0,77.86
11:06:37,IST,all,15.59,0,6.19,0,0,0.74,0,0,0,77.48
11:06:38,IST,all,16.83,0,5.94,0.74,0,0.25,0,0,0,76.24
11:06:39,IST,all,16.46,0,5.74,11.22,0,1,0,0,0,65.59
11:06:40,IST,all,19.11,0,7.69,0,0,1.24,0,0,0,71.96
11:06:41,IST,all,16.04,0,6.52,0,0,2.01,0,0,0,75.44
11:06:42,IST,all,16.88,0,5.54,0,0,0.76,0,0,0,76.83
11:06:43,IST,all,16.13,0,6.2,7.69,0,0.99,0,0,0,68.98
11:06:44,IST,all,18.32,0,5.45,3.96,0,0.99,0,0,0,71.29
11:06:45,IST,all,20.45,0,4.99,0,0,0.5,0,0,0,74.06
11:06:46,IST,all,17.63,0,5.04,0,0,1.51,0,0,0,75.82
11:06:47,IST,all,16.12,0,5.29,0,0,1.01,0,0,0,77.58
11:06:48,IST,all,16.22,0,6.88,0.74,0,1.72,0,0,0,74.45
11:06:49,IST,all,15.46,0,5.74,0,0,0.75,0,0,0,78.05
11:06:50,IST,all,16.92,0,5.56,0,0,0.51,0,0,0,77.02
11:06:51,IST,all,16.37,0,5.79,0,0,1.51,0,0,0,76.32
11:06:52,IST,all,16.12,0,5.54,0,0,1.26,0,0,0,77.08
11:06:53,IST,all,15.96,0,5.24,0,0,1.25,0,0,0,77.56
11:06:54,IST,all,16.75,0,6.35,7.87,0,1.52,0,0,0,67.51
11:06:55,IST,all,16.5,0,5,2,0,1.75,0,0,0,74.75
11:06:56,IST,all,17.44,0,6.14,0,0,1.72,0,0,0,74.69
11:06:57,IST,all,16.18,0,5.64,0,0,1.72,0,0,0,76.47
11:06:58,IST,all,16.79,0,6.27,0,0,0.75,0,0,0,76.19
11:06:59,IST,all,14.07,0,4.77,0,0,1.76,0,0,0,79.4
11:07:00,IST,all,16.38,0,5.46,0.74,0,0.99,0,0,0,76.43
11:07:01,IST,all,16.17,0,5.47,0,0,1.24,0,0,0,77.11
11:07:02,IST,all,16.17,0,5.97,0,0,1,0,0,0,76.87
11:07:03,IST,all,14.54,0,4.76,0,0,1.5,0,0,0,79.2
11:07:04,IST,all,16.95,0,7.13,0.49,0,0.98,0,0,0,74.45
11:07:05,IST,all,14.32,0,5.03,0,0,1.51,0,0,0,79.15
11:07:06,IST,all,15.06,0,6.67,0,0,1.48,0,0,0,76.79
11:07:07,IST,all,14.54,0,5.01,0,0,1.25,0,0,0,79.2
11:07:08,IST,all,18.7,0,4.99,2.24,0,1,0,0,0,73.07
11:07:09,IST,all,15.08,0,4.77,0,0,1.26,0,0,0,78.89
11:07:10,IST,all,16.5,0,5.75,2,0,1.25,0,0,0,74.5
11:07:11,IST,all,16.42,0,4.23,0,0,1.49,0,0,0,77.86
11:07:12,IST,all,15.79,0,5.76,0,0,1,0,0,0,77.44
11:07:13,IST,all,20.51,0,4.56,0,0,1.52,0,0,0,73.42
11:07:14,IST,all,17.6,0,6.11,0.49,0,1.71,0,0,0,74.08
11:07:15,IST,all,16.25,0,5,0,0,1.5,0,0,0,77.25
11:07:16,IST,all,17.21,0,4.99,2,0,1.5,0,0,0,74.31
11:07:17,IST,all,18.56,0,6.19,0,0,0.74,0,0,0,74.5
11:07:18,IST,all,16.87,0,5.21,0,0,1.49,0,0,0,76.43
11:07:19,IST,all,15.1,0,5.45,0,0,1.73,0,0,0,77.72
11:07:20,IST,all,16.5,0,5.91,0.99,0,1.48,0,0,0,75.12
11:07:21,IST,all,15.11,0,5.54,0,0,1.01,0,0,0,78.34
11:07:22,IST,all,16.01,0,6.16,0,0,1.48,0,0,0,76.35
11:07:23,IST,all,16.87,0,5.21,0,0,0.99,0,0,0,76.92
11:07:24,IST,all,17.98,0,6.65,0.74,0,1.23,0,0,0,73.4
11:07:25,IST,all,16.05,0,7.16,0,0,1.48,0,0,0,75.31
11:07:26,IST,all,18.45,0,4.99,2.49,0,1.25,0,0,0,72.82
11:07:27,IST,all,16.83,0,5.94,0,0,1.24,0,0,0,75.99
11:07:28,IST,all,16.26,0,6.65,0,0,1.23,0,0,0,75.86
11:07:29,IST,all,14.32,0,4.77,0,0,1.26,0,0,0,79.65
11:07:30,IST,all,15.89,0,6.11,0,0,1.22,0,0,0,76.77
11:07:31,IST,all,14.85,0,5.94,0,0,1.24,0,0,0,77.97
11:07:32,IST,all,15.96,0,6.48,0.75,0,1,0,0,0,75.81
11:07:33,IST,all,14.32,0,7.16,0,0,0.74,0,0,0,77.78
11:07:34,IST,all,17.08,0,5.2,0.74,0,1.49,0,0,0,75.5
11:07:35,IST,all,15.95,0,6.08,0,0,0.51,0,0,0,77.47
11:07:36,IST,all,16.46,0,5.16,0,0,1.97,0,0,0,76.41
11:07:37,IST,all,17.32,0,5.37,0,0,1.46,0,0,0,75.85
11:07:38,IST,all,19.26,0,5.43,0,0,1.98,0,0,0,73.33
11:07:39,IST,all,16.87,0,5.21,0,0,0.74,0,0,0,77.17
11:07:40,IST,all,17.85,0,5.62,0.73,0,1.47,0,0,0,74.33
11:07:41,IST,all,17.17,0,5.3,0,0,1.01,0,0,0,76.52
11:07:42,IST,all,17.46,0,5.24,2.74,0,1,0,0,0,73.57
11:07:43,IST,all,17.6,0,5.87,0,0,2.2,0,0,0,74.33
11:07:44,IST,all,18.2,0,5.49,0.75,0,1.5,0,0,0,74.06
11:07:45,IST,all,14.86,0,4.79,2.02,0,1.51,0,0,0,76.83
11:07:46,IST,all,15.59,0,5.45,0,0,1.24,0,0,0,77.72
11:07:47,IST,all,17.33,0,6.68,0,0,1.49,0,0,0,74.5
11:07:48,IST,all,17.21,0,4.49,0.75,0,2.24,0,0,0,75.31
11:07:49,IST,all,16.46,0,5.74,0,0,2.24,0,0,0,75.56
11:07:50,IST,all,17.46,0,5.24,0,0,1.5,0,0,0,75.81
11:07:51,IST,all,15.63,0,5.21,0,0,1.49,0,0,0,77.67
11:07:52,IST,all,16.04,0,5.51,0,0,1.25,0,0,0,77.19
11:07:53,IST,all,15.38,0,6.2,0.74,0,1.24,0,0,0,76.43
11:07:54,IST,all,17.22,0,5.32,0.51,0,1.27,0,0,0,75.7
11:07:55,IST,all,16,0,5.5,0,0,1.5,0,0,0,77
11:07:56,IST,all,18.39,0,5.29,0,0,1.26,0,0,0,75.06
11:07:57,IST,all,16.63,0,5.71,1.99,0,0.74,0,0,0,74.94
11:07:58,IST,all,16.67,0,5.47,0,0,1.99,0,0,0,75.87
11:07:59,IST,all,16.92,0,5.47,0,0,1,0,0,0,76.62
11:08:00,IST,all,18.78,0,5.58,0,0,1.02,0,0,0,74.62
11:08:01,IST,all,17.38,0,6.05,0,0,0.76,0,0,0,75.82
11:08:02,IST,all,16.58,0,4.85,0,0,1.28,0,0,0,77.3
11:08:03,IST,all,15.38,0,5.96,0.74,0,1.24,0,0,0,76.67
11:08:04,IST,all,17.34,0,6.53,0.75,0,0.5,0,0,0,74.87
11:08:05,IST,all,18.32,0,5.69,0,0,1.24,0,0,0,74.75
11:08:06,IST,all,18.05,0,6.27,0,0,1.25,0,0,0,74.44
11:08:07,IST,all,15.33,0,4.77,0,0,1.51,0,0,0,78.39
11:08:08,IST,all,16.71,0,5.24,0,0,1.25,0,0,0,76.81
11:08:09,IST,all,15.04,0,5.51,0,0,1.25,0,0,0,78.2
11:08:10,IST,all,15.92,0,4.73,0.75,0,1.74,0,0,0,76.87
11:08:11,IST,all,15.54,0,6.27,0,0,1,0,0,0,77.19
11:08:12,IST,all,22.09,0,6.31,0,0,1.7,0,0,0,69.9
11:08:13,IST,all,16.46,0,4.99,16.96,0,1.75,0,0,0,59.85
11:08:14,IST,all,20.35,0,6.45,16.38,0,0.99,0,0,0,55.83
11:08:15,IST,all,18.84,0,5.03,0,0,0.75,0,0,0,75.38
11:08:16,IST,all,20.6,0,6.95,0,0,0.74,0,0,0,71.71
11:08:17,IST,all,16.42,0,6.97,0,0,1.49,0,0,0,75.12
11:08:18,IST,all,17.51,0,7.43,0.24,0,2.16,0,0,0,72.66
11:08:19,IST,all,15.44,0,4.3,0,0,1.27,0,0,0,78.99
11:08:20,IST,all,15.29,0,6.02,0.5,0,1.5,0,0,0,76.69
11:08:21,IST,all,16.58,0,5.28,0,0,1.01,0,0,0,77.14
11:08:22,IST,all,15.78,0,8.01,0,0,0.97,0,0,0,75.24
11:08:23,IST,all,16.26,0,5.83,0,0,1.21,0,0,0,76.7
11:08:24,IST,all,22.19,0,7.23,2,0,1.5,0,0,0,67.08
11:08:25,IST,all,29.28,0,3.97,1.74,0,2.23,0,0,0,62.78
11:08:26,IST,all,19.7,0,5.74,0,0,1.5,0,0,0,73.07
11:08:27,IST,all,16.04,0,6.27,2.51,0,1,0,0,0,74.19
11:08:28,IST,all,17.78,0,6.42,22.47,0,1.23,0,0,0,52.1
11:08:29,IST,all,22.17,0,5.67,6.4,0,1.72,0,0,0,64.04
11:08:30,IST,all,28.03,0,5.3,0.76,0,1.77,0,0,0,64.14
11:08:31,IST,all,14.32,0,6.53,0,0,1.26,0,0,0,77.89
11:08:32,IST,all,17.2,0,5.41,0,0,1.47,0,0,0,75.92
11:08:33,IST,all,18.53,0,4.57,0,0,1.02,0,0,0,75.89
11:08:34,IST,all,17.17,0,6.06,1.52,0,1.01,0,0,0,74.24
11:08:35,IST,all,17.73,0,5.17,0,0,1.48,0,0,0,75.62
11:08:36,IST,all,16.09,0,6.68,0,0,0.99,0,0,0,76.24
11:08:37,IST,all,14.89,0,5.46,0,0,0.99,0,0,0,78.66
11:08:38,IST,all,16.29,0,5.76,0,0,1,0,0,0,76.94
11:08:39,IST,all,19.1,0,5.53,0,0,1.01,0,0,0,74.37
11:08:40,IST,all,16.54,0,5.68,0.49,0,1.73,0,0,0,75.56
11:08:41,IST,all,16.92,0,4.48,0,0,1.24,0,0,0,77.36
11:08:42,IST,all,16.83,0,6.03,0,0,1.26,0,0,0,75.88
11:08:43,IST,all,14.75,0,6.25,2,0,0.75,0,0,0,76.25
11:08:44,IST,all,17,0,7,18,0,0.5,0,0,0,57.5
11:08:45,IST,all,21.34,0,6.95,22.33,0,0.99,0,0,0,48.39
11:08:46,IST,all,19.3,0,7.52,0,0,1.25,0,0,0,71.93
11:08:47,IST,all,19.4,0,6.22,7.21,0,0.75,0,0,0,66.42
11:08:48,IST,all,19.95,0,7.23,13.97,0,1,0,0,0,57.86
11:08:49,IST,all,18.91,0,4.98,0.5,0,1.24,0,0,0,74.38
11:08:50,IST,all,19.45,0,6.98,0,0,1.5,0,0,0,72.07
