time,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%gnice,%idle
3:09:39,9.73,0,3.49,27.18,0,0.5,0,0,0,59.1
3:09:40,11.62,0,2.02,19.7,0,0,0,0,0,66.67
3:09:41,9.77,0,2.26,19.8,0,0.25,0,0,0,67.92
3:09:42,27.68,0,3.49,17.96,0,0.25,0,0,0,50.62
3:09:43,27.11,0,4.48,26.12,0,1,0,0,0,41.29
3:09:44,31.92,0,4.99,3.49,0,0.25,0,0,0,59.35
3:09:45,27.2,0,3.78,12.34,0,0,0,0,0,56.68
3:09:46,5.56,0,1.26,16.67,0,0,0,0,0,76.52
3:09:47,7.34,0,1.01,10.38,0,0,0,0,0,81.27
3:09:48,14.29,0,4.08,0,0,0.26,0,0,0,81.38
3:09:49,14.39,0,2.27,14.14,0,0.51,0,0,0,68.69
3:09:50,14.58,0,3.07,6.91,0,0.51,0,0,0,74.94
3:09:51,28.28,0,6.43,14.91,0,1.03,0,0,0,49.36
3:09:52,36.25,0,9.77,3.08,0,1.03,0,0,0,49.87
3:09:53,36.71,0,12.91,4.56,0,0.51,0,0,0,45.32
3:09:54,32.07,0,6.31,1.52,0,0.51,0,0,0,59.6
3:09:55,23.53,0,6.14,2.3,0,1.28,0,0,0,66.75
3:09:56,22.67,0,7.05,2.27,0,0.25,0,0,0,67.76
3:09:57,17.44,0,5.64,10,0,0.51,0,0,0,66.41
3:09:58,17.13,0,6.3,0,0,0.5,0,0,0,76.07
3:09:59,14.07,0,5.78,0,0,0.75,0,0,0,79.4
3:10:00,14.5,0,7.12,1.02,0,0.51,0,0,0,76.84
3:10:01,19.02,0,5.91,2.83,0,1.29,0,0,0,70.95
3:10:02,20.45,0,8.33,0,0,1.01,0,0,0,70.2
3:10:03,23.21,0,7.65,15.82,0,1.28,0,0,0,52.04
3:10:04,17.44,0,4.87,26.41,0,1.28,0,0,0,50
3:10:05,12.02,0,4.35,8.7,0,1.02,0,0,0,73.91
3:10:06,12.89,0,3.87,7.73,0,0.77,0,0,0,74.74
3:10:07,11.2,0,4.83,0,0,1.27,0,0,0,82.7
3:10:08,19.55,0,7.02,13.03,0,0.5,0,0,0,59.9
3:10:09,29.1,0,7.21,28.11,0,0.75,0,0,0,34.83
3:10:10,22.94,0,9.48,37.91,0,0.5,0,0,0,29.18
3:10:11,25.44,0,7.73,50.87,0,1.25,0,0,0,14.71
3:10:12,18.53,0,6.6,51.02,0,0.51,0,0,0,23.35
3:10:13,29.87,0,7.59,38.73,0,0.76,0,0,0,23.04
3:10:14,21.75,0,6.25,0.75,0,0.75,0,0,0,70.5
3:10:15,19.85,0,6.44,6.19,0,1.55,0,0,0,65.98
3:10:16,21.07,0,6.09,0.76,0,0.76,0,0,0,71.32
3:10:17,13.49,0,4.33,3.31,0,1.02,0,0,0,77.86
3:10:18,12.53,0,4.86,0.26,0,1.28,0,0,0,81.07
3:10:19,22.28,0,8.1,0,0,1.52,0,0,0,68.1
3:10:20,22.47,0,5.81,12.88,0,1.01,0,0,0,57.83
3:10:21,13.38,0,6.57,20.45,0,0.51,0,0,0,59.09
3:10:22,14.07,0,6.78,0,0,0.75,0,0,0,78.39
3:10:23,14.93,0,5.97,7.71,0,0.75,0,0,0,70.65
3:10:24,18.48,0,5.82,29.37,0,0.51,0,0,0,45.82
3:10:25,22.06,0,5.76,6.77,0,0.5,0,0,0,64.91
3:10:26,29.62,0.25,5.06,32.66,0,1.27,0,0,0,31.14
3:10:27,19.1,0.25,4.02,3.02,0,0.75,0,0,0,72.86
3:10:28,19.95,0,6.57,1.26,0,0.51,0,0,0,71.72
3:10:29,19.9,0,4.59,1.28,0,0.77,0,0,0,73.47
3:10:30,22.92,0,6.05,3.53,0,0.76,0,0,0,66.75
3:10:31,25.64,1.28,8.46,0,0,1.79,0,0,0,62.82
3:10:32,27.37,0,8.44,1.53,0,0.51,0,0,0,62.15
3:10:33,16.49,0,4.64,2.32,0,0.52,0,0,0,76.03
3:10:34,16.12,0,5.04,5.04,0,0.5,0,0,0,73.3
3:10:35,19.29,0.25,6.85,6.09,0,1.27,0,0,0,66.24
3:10:36,31.06,0,7.07,22.22,0,0.76,0,0,0,38.89
3:10:37,40.49,0.49,6.67,12.35,0,1.23,0,0,0,38.77
3:10:38,28.1,0,5.32,1.01,0,0.76,0,0,0,64.81
3:10:39,28.75,0,5.65,2.95,0,0.74,0,0,0,61.92
3:10:40,29.97,0,4.53,10.83,0,1.01,0,0,0,53.65
3:10:41,15.74,0,5.58,1.02,0,1.02,0,0,0,76.65
3:10:42,23.54,0,5.32,1.77,0,1.01,0,0,0,68.35
3:10:43,28.46,0,7.57,1.04,0,1.57,0,0,0,61.36
3:10:44,35.7,0,10.63,0,0,1.27,0,0,0,52.41
3:10:45,16.96,0,6.33,1.27,0,1.01,0,0,0,74.43
3:10:46,20.87,0,3.31,0.51,0,0.76,0,0,0,74.55
3:10:47,8.12,0,2.54,14.72,0,0.25,0,0,0,74.37
3:10:48,4.55,0,1.52,0,0,0.25,0,0,0,93.69
3:10:49,1.75,0,1.25,0,0,0,0,0,0,97.01
3:10:50,1.26,0,0.25,0.25,0,0.25,0,0,0,97.99
3:10:51,2.51,0,1.76,0.25,0,0,0,0,0,95.48
3:10:52,2.26,0,1.25,0.25,0,0.25,0,0,0,95.99
3:10:53,2.8,0,0.76,1.02,0,0,0,0,0,95.42
3:10:54,5.25,0,1.5,2.5,0,0,0,0,0,90.75
3:10:55,4.52,0,1.51,0,0,0.25,0,0,0,93.72
3:10:56,1.76,0,0.75,3.02,0,0,0,0,0,94.47
3:10:57,2.26,0,1.01,12.56,0,0,0,0,0,84.17
3:10:58,1.75,0,1.25,9.5,0,0,0,0,0,87.5
3:10:59,1.5,0,1,8,0,0,0,0,0,89.5
3:11:00,1.78,0,0.76,9.9,0,0,0,0,0,87.56
3:11:01,0.99,0,0.74,0,0,0.25,0,0,0,98.01
3:11:02,0.75,0,0.5,0.25,0,0,0,0,0,98.51
3:11:03,26.67,0,6.41,4.36,0,1.28,0,0,0,61.28
3:11:04,40.45,0,10.55,1.01,0,1.26,0,0,0,46.73
3:11:05,26.52,0,8.84,0,0,0.51,0,0,0,64.14
3:11:06,25.13,0,6.78,5.78,0,0.75,0,0,0,61.56
3:11:07,19.5,0,4.25,0.75,0,0.25,0,0,0,75.25
3:11:08,12.15,0,3.54,0,0,0.25,0,0,0,84.05
3:11:09,3.47,0,2.23,0,0,0.5,0,0,0,93.8
3:11:10,15.46,0,4.99,0,0,0.25,0,0,0,79.3
3:11:11,13.82,0,5.03,0,0,0.5,0,0,0,80.65
3:11:12,22.59,0,6.09,16.5,0,0.51,0,0,0,54.31
3:11:13,27.27,0,6.06,0.25,0,1.01,0,0,0,65.4
3:11:14,28.35,0,6.33,1.01,0,0.25,0,0,0,64.05
3:11:15,13.23,0,4.33,1.27,0,0.76,0,0,0,80.41
3:11:16,29.59,0.26,6.63,6.89,0,0.77,0,0,0,55.87
3:11:17,34.76,0,5.29,11.59,0,1.01,0,0,0,47.36
3:11:18,13.92,0.25,4.3,0,0,1.27,0,0,0,80.25
3:11:19,24.69,0,7.3,5.04,0,1.01,0,0,0,61.96
3:11:20,33.5,0.5,5.71,0,0,0.74,0,0,0,59.55
3:11:21,21.61,0,6.28,1.26,0,0.5,0,0,0,70.35
3:11:22,25.06,0.25,4.76,6.02,0,0.5,0,0,0,63.41
3:11:23,14.46,0,6.48,0,0,0.75,0,0,0,78.3
3:11:24,16.97,0,5.66,0,0,0.51,0,0,0,76.86
3:11:25,39.95,0.25,6.11,3.31,0,1.02,0,0,0,49.36
3:11:26,29.65,0,4.77,0,0,1.26,0,0,0,64.32
3:11:27,18.21,0,3.59,9.49,0,0.77,0,0,0,67.95
3:11:28,11.11,0,2.84,0,0,1.03,0,0,0,85.01
3:11:29,15.74,0,5.08,15.23,0,1.02,0,0,0,62.94
3:11:30,18.93,0.26,3.07,25.06,0,1.02,0,0,0,51.66
3:11:31,11.65,0,3.8,0.25,0,0.25,0,0,0,84.05
3:11:32,4.79,0,2.27,0.25,0,0,0,0,0,92.7
3:11:33,2.51,0,2.01,0,0,0.25,0,0,0,95.23
3:11:34,7.3,0,2.02,7.05,0,0,0,0,0,83.63
3:11:35,2.01,0,1.01,2.51,0,0,0,0,0,94.47
3:11:36,1.51,0,0.76,0,0,0,0,0,0,97.73
3:11:37,3.52,0,0.75,2.01,0,0,0,0,0,93.72
3:11:38,22.19,0,4.34,0,0,1.02,0,0,0,72.45
3:11:39,31.79,0,6.67,1.79,0,0.77,0,0,0,58.97
3:11:40,13.89,0,4.55,0.51,0,0.76,0,0,0,80.3
3:11:41,14.32,0,4.52,4.02,0,0.5,0,0,0,76.63
3:11:42,11.7,0,5.09,0,0,1.27,0,0,0,81.93
3:11:43,20.66,0,6.63,0.51,0,0.77,0,0,0,71.43
3:11:44,14.43,0,3.8,0,0,0.25,0,0,0,81.52
3:11:45,8.91,0,1.27,0,0,0.51,0,0,0,89.31
3:11:46,4.28,0,1.26,3.27,0,0,0,0,0,91.18
3:11:47,1.76,0,0.5,0,0,0.25,0,0,0,97.48
3:11:48,2.23,0,1.74,0,0,0,0,0,0,96.03
3:11:49,1.5,0,0.75,2.99,0,0.25,0,0,0,94.51
3:11:50,0.51,0,0.51,0,0,0,0,0,0,98.99
3:11:51,0.75,0,1.01,2.51,0,0,0,0,0,95.73
3:11:52,4.02,0,1.01,0,0,0,0,0,0,94.97
3:11:53,13.04,0,3.58,4.6,0,0.51,0,0,0,78.26
3:11:54,12.06,0,6.03,0,0,1.01,0,0,0,80.9
3:11:55,12.59,0,5.54,0,0,0.5,0,0,0,81.36
3:11:56,22.59,0.25,6.09,3.55,0,0.25,0,0,0,67.26
3:11:57,17.09,0,6.38,7.65,0,1.02,0,0,0,67.86
3:11:58,13.44,0,4.65,4.13,0,0.78,0,0,0,77
3:11:59,19.85,0,5.93,0,0,1.55,0,0,0,72.68
3:12:00,11.73,0,5.1,0,0,1.28,0,0,0,81.89
3:12:01,12.14,0,3.88,0,0,1.03,0,0,0,82.95
3:12:02,12.02,0,3.58,0,0,1.53,0,0,0,82.86
3:12:03,22.25,0,6.14,3.32,0,0.26,0,0,0,68.03
3:12:04,33.42,0.5,7.04,0,0,0.75,0,0,0,58.29
3:12:05,28.93,0.25,5.33,0.25,0,1.02,0,0,0,64.21
3:12:06,21,0,4.25,15.25,0,1,0,0,0,58.5
3:12:07,27.75,0.25,4.75,1.75,0,1.25,0,0,0,64.25
3:12:08,21.74,0,5.63,0,0,1.02,0,0,0,71.61
3:12:09,31.33,0.5,8.52,1.25,0,1.5,0,0,0,56.89
3:12:10,18.48,0.25,6.58,0,0,0.76,0,0,0,73.92
3:12:11,26.92,0,7.18,2.05,0,0.77,0,0,0,63.08
3:12:12,14.07,0.26,4.09,5.12,0,1.53,0,0,0,74.94
3:12:13,13.04,0,5.12,4.6,0,0.77,0,0,0,76.47
3:12:14,12.24,0,5.1,11.48,0,1.28,0,0,0,69.9
3:12:15,12.37,0,4.38,0,0,1.03,0,0,0,82.22
3:12:16,20.3,0,6.35,0,0,0.76,0,0,0,72.59
3:12:17,23.8,0,5.32,12.41,0,1.01,0,0,0,57.47
3:12:18,13.42,0.25,6.08,16.2,0,0.51,0,0,0,63.54
3:12:19,14.29,0,4.76,0.25,0,1,0,0,0,79.7
3:12:20,25.89,0,5.84,0,0,1.27,0,0,0,67.01
3:12:21,29.26,0.25,7.63,0,0,0.51,0,0,0,62.34
3:12:22,18.66,0,6.47,0,0,0.75,0,0,0,74.13
3:12:23,18.27,0,6.09,5.84,0,0,0,0,0,69.8
3:12:24,14.14,0,3.28,1.26,0,0.76,0,0,0,80.56
3:12:25,2,0,0.5,0.25,0,0.25,0,0,0,97.01
3:12:26,1.26,0,0.5,0,0,0,0,0,0,98.24
3:12:27,3.53,0,0.76,7.56,0,0,0,0,0,88.16
3:12:28,24.68,0,7.12,0,0,0.76,0,0,0,67.43
3:12:29,26.75,0,6.49,0,0,1.3,0,0,0,65.45
3:12:30,27.53,0,6.82,13.89,0,1.26,0,0,0,50.51
3:12:31,23.47,0.26,6.89,7.91,0,0.77,0,0,0,60.71
3:12:32,8.88,0,3.55,0,0,0.51,0,0,0,87.06
3:12:33,1.5,0,1,4.76,0,0.25,0,0,0,92.48
3:12:34,1.52,0,1.02,5.33,0,0,0,0,0,92.13
3:12:35,1.76,0,0.25,0,0,0,0,0,0,97.98
3:12:36,4.8,0,0.25,0,0,0,0,0,0,94.95
3:12:37,1.01,0,0.5,0,0,0,0,0,0,98.49
3:12:38,2.76,0,0.5,0,0,0,0,0,0,96.73
3:12:39,2.52,0,0.5,6.05,0,0,0,0,0,90.93
3:12:40,1.02,0,0.51,5.58,0,0,0,0,0,92.89
3:12:41,1.51,0,1.01,7.54,0,0,0,0,0,89.95
3:12:42,0.5,0,0.5,0,0,0.25,0,0,0,98.74
3:12:43,1.01,0,0.5,0,0,0,0,0,0,98.49
3:12:44,0.51,0,0,0,0,0,0,0,0,99.49
3:12:45,0.76,0,0.51,0,0,0,0,0,0,98.74
3:12:46,5.04,0,1.51,0,0,0.25,0,0,0,93.2
3:12:47,1.25,0,1,3.25,0,0,0,0,0,94.5
3:12:48,1.51,0,0.75,0,0,0,0,0,0,97.74
3:12:49,1,0,0.75,0.25,0,0,0,0,0,98
3:12:50,0.51,0,0.51,4.55,0,0,0,0,0,94.44
3:12:51,1,0,0.75,0,0,0.25,0,0,0,98
3:12:52,3.52,0,1.51,0,0,0.5,0,0,0,94.47
3:12:53,8.12,0,3.3,0,0,0.51,0,0,0,88.07
3:12:54,12.47,0,3.31,0,0,0,0,0,0,84.22
3:12:55,17.97,0,5.82,0.51,0,0.76,0,0,0,74.94
3:12:56,18.18,0,8.59,1.52,0,1.26,0,0,0,70.45
3:12:57,25.82,0,6.84,2.03,0,1.01,0,0,0,64.3
3:12:58,24.43,0,6.36,0,0,1.78,0,0,0,67.43
3:12:59,23.91,0.26,5.4,0.26,0,1.29,0,0,0,68.89
3:13:00,35.99,0.51,5.14,2.31,0,1.03,0,0,0,55.01
3:13:01,33.33,0.25,3.76,0,0,1,0,0,0,61.65
3:13:02,37.75,0,6.25,0,0,1,0,0,0,55
3:13:03,39.25,0.75,5.75,0,0,0.75,0,0,0,53.5
3:13:04,23.31,0,7.52,9.52,0,1,0,0,0,58.65
3:13:05,13.96,0,4.06,0,0,0.51,0,0,0,81.47
3:13:06,13.57,0.25,3.77,0.75,0,0.25,0,0,0,81.41
3:13:07,10.49,0.77,1.53,3.32,0,0.26,0,0,0,83.63
3:13:08,7.81,0.5,2.77,0,0,0,0,0,0,88.92
3:13:09,8.12,0,2.03,0,0,0.51,0,0,0,89.34
3:13:10,8.1,0,2.28,0,0,0.25,0,0,0,89.37
3:13:11,8.44,0,2.3,0,0,0.51,0,0,0,88.75
3:13:12,9.69,0,3.32,2.81,0,0,0,0,0,84.18
3:13:13,9.11,0,2.03,0,0,0,0,0,0,88.86
3:13:14,6.08,0,2.03,0,0,0,0,0,0,91.9
3:13:15,9.7,0,3.23,0,0,0.5,0,0,0,86.57
3:13:16,2.53,0,1.01,0,0,0,0,0,0,96.46
3:13:17,2.27,0,1.26,3.02,0,0,0,0,0,93.45
3:13:18,8.46,0,1.99,0,0,0.5,0,0,0,89.05
3:13:19,1.26,0,0.5,0,0,0,0,0,0,98.24
3:13:20,10.03,0,2.51,0,0,0.25,0,0,0,87.22
3:13:21,11.93,0,3.3,0,0,0.76,0,0,0,84.01
3:13:22,1.25,0,0.5,0,0,0.25,0,0,0,97.99
3:13:23,3.02,0,1.26,3.02,0,0,0,0,0,92.71
3:13:24,9.9,0,1.52,0,0,0.76,0,0,0,87.82
3:13:25,1.01,0,0.5,0,0,0,0,0,0,98.49
3:13:26,1.01,0,0.25,0,0,0.25,0,0,0,98.49
3:13:27,5.78,0,2.01,5.78,0,0.25,0,0,0,86.18
3:13:28,11.93,0,2.54,1.02,0,0.76,0,0,0,83.76
3:13:29,5.84,0,1.78,0,0,0.25,0,0,0,92.13
3:13:30,10.18,0,2.29,0,0,0,0,0,0,87.53
3:13:31,4.56,0,0.76,0.25,0,0,0,0,0,94.43
3:13:32,9.14,0,4.06,0,0,0,0,0,0,86.8
3:13:33,10.13,0,3.04,1.77,0,0.25,0,0,0,84.81
3:13:34,16.54,0,4.58,5.34,0,0.76,0,0,0,72.77
3:13:35,15.09,0,6.39,0,0,0.77,0,0,0,77.75
3:13:36,37.37,0.25,5.81,2.78,0,1.01,0,0,0,52.78
3:13:37,35.43,0.25,4.27,0,0,0.5,0,0,0,59.55
3:13:38,26.9,0,4.57,0.25,0,0.51,0,0,0,67.77
3:13:39,22.22,0,4.8,0,0,0.76,0,0,0,72.22
3:13:40,13.55,0.26,2.81,2.56,0,0.51,0,0,0,80.31
3:13:41,6.91,0,2.05,0,0,0.51,0,0,0,90.54
3:13:42,1.26,0,1.52,3.28,0,0,0,0,0,93.94
3:13:43,12.72,0,5.74,2.24,0,0.25,0,0,0,79.05
3:13:44,3.03,0,2.27,0,0,0,0,0,0,94.7
3:13:45,1.76,0,1.51,0.76,0,0.25,0,0,0,95.72
3:13:46,3.75,0,2,18.25,0,0.25,0,0,0,75.75
3:13:47,5.76,0,1.25,0,0,0,0,0,0,92.98
3:13:48,12.41,0,2.53,0,0,1.01,0,0,0,84.05
3:13:49,39.04,0,11.34,3.27,0,1.26,0,0,0,45.09
3:13:50,23.41,0,8.4,0,0,0.51,0,0,0,67.68
3:13:51,25.87,0,6.47,1.74,0,1,0,0,0,64.93
3:13:52,7.93,0,2.81,0,0,0,0,0,0,89.26
3:13:53,38.24,0,10.08,0,0,1.81,0,0,0,49.87
3:13:54,17.27,0,4.9,2.84,0,1.29,0,0,0,73.71
3:13:55,26.79,0,5.87,0.26,0,0.77,0,0,0,66.33
3:13:56,25.71,0.26,6.43,0,0,0.51,0,0,0,67.1
3:13:57,11.34,0,4.53,0,0,0.5,0,0,0,83.63
3:13:58,12.97,0,6.98,2.49,0,0.75,0,0,0,76.81
3:13:59,12.44,0,5.47,12.44,0,0.25,0,0,0,69.4
3:14:00,35.52,0,10.08,0.25,0,0.5,0,0,0,53.65
3:14:01,35.11,0,9.16,15.01,0,0.76,0,0,0,39.95
3:14:02,20.55,0,7.27,0,0,0.25,0,0,0,71.93
3:14:03,32.23,0,8.63,3.55,0,0.76,0,0,0,54.82
3:14:04,34.18,0,7.65,3.57,0,1.02,0,0,0,53.57
3:14:05,19.7,0,5.56,0.25,0,0.51,0,0,0,73.99
3:14:06,7.18,0,1.79,0,0,0,0,0,0,91.03
3:14:07,11.87,0,1.77,0,0,0,0,0,0,86.36
3:14:08,9.92,0,2.04,0,0,0,0,0,0,88.04
3:14:09,3.79,0,2.27,4.29,0,0.25,0,0,0,89.39
3:14:10,16.2,0.76,5.57,0.25,0,0.51,0,0,0,76.71
3:14:11,8.33,0.25,3.28,0,0,0.51,0,0,0,87.63
3:14:12,13.27,0,3.32,0,0,0,0,0,0,83.42
3:14:13,29.8,0,9.6,2.02,0,1.77,0,0,0,56.82
3:14:14,18.02,0,7.36,1.02,0,0.51,0,0,0,73.1
3:14:15,21.41,0,7.05,12.59,0,0.76,0,0,0,58.19
3:14:16,23.47,0,7.91,0.26,0,0.77,0,0,0,67.6
3:14:17,12.5,0.26,5.61,0,0,0.51,0,0,0,81.12
3:14:18,15.44,0,6.08,0,0,1.01,0,0,0,77.47
3:14:19,21.48,0,6.14,0,0,0.51,0,0,0,71.87
3:14:20,26.15,0,5.13,1.54,0,1.03,0,0,0,66.15
3:14:21,17.62,0,6.74,0.52,0,1.55,0,0,0,73.58
3:14:22,12.89,0,4.12,0,0,1.03,0,0,0,81.96
3:14:23,25.81,0,5.26,2.01,0,1,0,0,0,65.91
3:14:24,26.8,0.26,5.67,0,0,0.52,0,0,0,66.75
3:14:25,17.26,0,7.11,0,0,1.27,0,0,0,74.37
3:14:26,41.52,0.51,7.34,0,0,0.51,0,0,0,50.13
3:14:27,29.57,0,3.61,0,0,1.2,0,0,0,65.62
3:14:28,15,0,5.25,2.5,0,0.5,0,0,0,76.75
3:14:29,28.97,0.25,5.54,3.78,0,0.76,0,0,0,60.71
3:14:30,37.06,0,6.47,0.75,0,1.24,0,0,0,54.48
3:14:31,24.44,0,5.74,0,0,1,0,0,0,68.83
3:14:32,11.56,0,3.77,0,0,0.25,0,0,0,84.42
3:14:33,11.76,0,3.07,1.79,0,0.77,0,0,0,82.61
3:14:34,25.5,0,8.25,6,0,1,0,0,0,59.25
3:14:35,32.82,1.28,8.21,1.79,0,0.77,0,0,0,55.13
3:14:36,24.81,0.25,7.09,0,0,0.76,0,0,0,67.09
3:14:37,11.93,0,3.55,0,0,0.51,0,0,0,84.01
3:14:38,7.34,0.25,1.77,3.29,0,0,0,0,0,87.34
3:14:39,7.14,0,3.06,1.02,0,0.51,0,0,0,88.27
3:14:40,5.61,0,0.77,0.77,0,0,0,0,0,92.86
3:14:41,3.28,0,1.01,0,0,0,0,0,0,95.71
3:14:42,5.36,0.26,1.28,0,0,0,0,0,0,93.11
3:14:43,8.31,0,3.27,0,0,0,0,0,0,88.41
3:14:44,7.61,0.25,1.02,3.05,0,0.25,0,0,0,87.82
3:14:45,24.62,0,5.64,9.23,0,0.26,0,0,0,60.26
3:14:46,29.61,0.26,9.35,0,0,0.52,0,0,0,60.26
3:14:47,32.32,0,7.89,2.04,0,1.02,0,0,0,56.74
3:14:48,9.34,0,2.27,0,0,0.25,0,0,0,88.13
3:14:49,4.58,0,0.76,0,0,0,0,0,0,94.66
3:14:50,2.02,0,0.51,3.03,0,0.25,0,0,0,94.19
3:14:51,20,0,4.56,4.81,0,0.25,0,0,0,70.38
3:14:52,21.63,0,4.07,15.52,0,0.25,0,0,0,58.52
3:14:53,7.34,0,2.53,11.14,0,0.76,0,0,0,78.23
3:14:54,9.67,0,3.05,0,0,0.51,0,0,0,86.77
3:14:55,8.54,0,2.51,10.05,0,0.25,0,0,0,78.64
3:14:56,12.63,0,3.54,5.56,0,0.51,0,0,0,77.78
3:14:57,18.43,0,2.53,17.68,0,0.51,0,0,0,60.86
3:14:58,15.19,0,3.8,7.34,0,0.25,0,0,0,73.42
3:14:59,4.26,0,1.75,0,0,0.25,0,0,0,93.73
3:15:00,9.2,0,2.49,4.73,0,0.25,0,0,0,83.33
3:15:01,5.79,0,2.52,0.76,0,0.25,0,0,0,90.68
3:15:02,6.55,0,2.02,1.01,0,0.5,0,0,0,89.92
3:15:03,5.87,0,1.79,0,0,0,0,0,0,92.35
3:15:04,10.64,0,4.21,8.17,0,0.5,0,0,0,76.49
3:15:05,5.33,0,2.03,0,0,0.51,0,0,0,92.13
3:15:06,6.58,0,2.53,0.25,0,0.51,0,0,0,90.13
3:15:07,7.61,0,1.78,0,0,0,0,0,0,90.61
3:15:08,12.06,0,2.76,3.02,0,0.5,0,0,0,81.66
3:15:09,9.34,0,3.03,8.59,0,0.51,0,0,0,78.54
3:15:10,13.1,0,3.02,11.59,0,1.01,0,0,0,71.28
3:15:11,4.33,0,2.29,0,0,0.25,0,0,0,93.13
3:15:12,9.37,0,3.04,0,0,0.25,0,0,0,87.34
3:15:13,10.69,0,3.56,0,0,0.51,0,0,0,85.24
3:15:14,8.63,0,1.78,11.17,0,0.51,0,0,0,77.92
3:15:15,9.72,0,3.07,0,0,0.77,0,0,0,86.45
3:15:16,5.56,0,1.01,0,0,0.25,0,0,0,93.18
3:15:17,7.14,0,2.3,0,0,0.51,0,0,0,90.05
3:15:18,7.07,0,2.27,0,0,0.51,0,0,0,90.15
3:15:19,4.04,0,1.52,2.27,0,0,0,0,0,92.17
3:15:20,4.58,0,0.76,0,0,0.25,0,0,0,94.4
3:15:21,3.54,0,1.01,0,0,0.25,0,0,0,95.19
3:15:22,2.78,0,1.27,2.03,0,0,0,0,0,93.92
3:15:23,3.76,0,1.25,0,0,0,0,0,0,94.99
3:15:24,8.08,0,3.03,2.53,0,1.01,0,0,0,85.35
3:15:25,9.05,0,3.77,0,0,0.75,0,0,0,86.43
3:15:26,3.52,0,1.76,2.76,0,0,0,0,0,91.96
3:15:27,17.5,0,4.25,16,0,0.75,0,0,0,61.5
3:15:28,3.81,0,1.52,23.35,0,0.25,0,0,0,71.07
3:15:29,3.79,0,1.52,23.74,0,0,0,0,0,70.96
3:15:30,3.77,0,1.26,2.76,0,0,0,0,0,92.21
3:15:31,3.02,0,1.26,0,0,0,0,0,0,95.72
3:15:32,5.32,0,1.27,0,0,0,0,0,0,93.42
3:15:33,7.34,0,2.03,0,0,0.25,0,0,0,90.38
3:15:34,5.54,0,1.51,0.25,0,0.5,0,0,0,92.19
3:15:35,6.6,0,1.27,2.79,0,0,0,0,0,89.34
3:15:36,4.79,0,1.51,0,0,0.25,0,0,0,93.45
3:15:37,3.54,0,1.77,0,0,0,0,0,0,94.7
3:15:38,8.54,0,2.76,4.02,0,0.25,0,0,0,84.42
3:15:39,7.29,0,2.51,0,0,0,0,0,0,90.2
3:15:40,5.78,0,2.26,0,0,0.25,0,0,0,91.71
3:15:41,4.51,0,1.75,0,0,0.25,0,0,0,93.48
3:15:42,7.38,0,2.54,3.82,0,0.76,0,0,0,85.5
3:15:43,6.82,0,2.53,0,0,0.25,0,0,0,90.4
3:15:44,3.5,0,1.75,0,0,0,0,0,0,94.75
3:15:45,3.52,0,1.01,0,0,0.25,0,0,0,95.23
3:15:46,2.53,0,1.26,0,0,0.25,0,0,0,95.96
3:15:47,3.48,0,1.49,3.48,0,0.5,0,0,0,91.04
3:15:48,3.02,0,1.01,0,0,0,0,0,0,95.98
3:15:49,6.58,0,1.77,0,0,0.51,0,0,0,91.14
3:15:50,3.27,0,1.76,0,0,0.25,0,0,0,94.71
3:15:51,8.52,0,1.5,2.51,0,0.75,0,0,0,86.72
3:15:52,4.3,0,1.52,0.25,0,0.25,0,0,0,93.67
3:15:53,7.05,0,2.02,0.76,0,0.25,0,0,0,89.92
3:15:54,3.47,0,1.99,0.25,0,0,0,0,0,94.29
3:15:55,3.73,0,1.24,0,0,0.5,0,0,0,94.53
3:15:56,15.25,0,3,0,0,0.25,0,0,0,81.5
3:15:57,2.02,0,0.5,3.02,0,0,0,0,0,94.46
3:15:58,6.63,0,2.3,3.32,0,0.26,0,0,0,87.5
3:15:59,1,0,0.75,2,0,0.25,0,0,0,96
3:16:00,4.05,0,2.78,3.29,0,0.25,0,0,0,89.62
3:16:01,3.03,0,1.01,0,0,0,0,0,0,95.96
3:16:02,3.3,0,0.76,0,0,0,0,0,0,95.94
3:16:03,3.79,0,1.01,3.54,0,0,0,0,0,91.67
3:16:04,12.94,0,2.99,0.25,0,0.5,0,0,0,83.33
3:16:05,3.27,0,0.76,0,0,0,0,0,0,95.97
3:16:06,11.28,0,3.01,0,0,0.5,0,0,0,85.21
3:16:07,6.63,0,1.79,0,0,0.51,0,0,0,91.07
3:16:08,4.26,0,1.75,0,0,0.5,0,0,0,93.48
3:16:09,3.79,0,1.01,2.78,0,0,0,0,0,92.42
3:16:10,3.27,0,1.01,0,0,0.25,0,0,0,95.48
3:16:11,3.25,0,1.75,3.25,0,0.25,0,0,0,91.5
3:16:12,3.22,0,1.24,0,0,0.25,0,0,0,95.3
3:16:13,2.3,0,1.53,0,0,0,0,0,0,96.17
3:16:14,3.02,0,1.26,0,0,0.25,0,0,0,95.48
3:16:15,4.77,0,1.01,0,0,0,0,0,0,94.22
3:16:16,3.51,0,2.26,0,0,0,0,0,0,94.24
3:16:17,4.22,0,1.74,2.48,0,0.25,0,0,0,91.32
3:16:18,3.81,0,1.52,7.61,0,0.25,0,0,0,86.8
3:16:19,5.26,0,2.76,17.79,0,0.5,0,0,0,73.68
